,index,video_id,start,end,bbox,fps,width,height,partition,person_id
1021,1040,s3ZWWI1GJZ8,22089,22254,398-57-905-604,25,1280,720,train,id10038
1022,1041,s3ZWWI1GJZ8,9665,10391,450-59-777-515,25,1280,720,train,id10038
1023,1042,s3ZWWI1GJZ8,23435,23540,374-89-748-562,25,1280,720,train,id10038
1024,1043,s3ZWWI1GJZ8,26039,26142,385-20-798-597,25,1280,720,train,id10038
1025,1044,s3ZWWI1GJZ8,27689,27842,384-51-813-598,25,1280,720,train,id10038
1026,1045,s3ZWWI1GJZ8,6830,7201,349-61-914-573,25,1280,720,train,id10038
1027,1046,s3ZWWI1GJZ8,16196,16458,297-42-839-601,25,1280,720,train,id10038
1028,1047,s3ZWWI1GJZ8,1663,2137,387-45-859-547,25,1280,720,train,id10038
1029,1048,s3ZWWI1GJZ8,3669,3853,363-76-869-620,25,1280,720,train,id10038
1030,1049,VlzO7Uzdu80,14141,14277,605-73-861-390,25,1280,720,train,id10066
1031,1050,VlzO7Uzdu80,22316,22528,577-74-886-410,25,1280,720,train,id10066
1032,1051,VlzO7Uzdu80,23912,24171,565-74-848-390,25,1280,720,train,id10066
1033,1052,VlzO7Uzdu80,5370,5488,563-73-882-385,25,1280,720,train,id10066
1034,1053,VlzO7Uzdu80,23291,23525,572-70-866-401,25,1280,720,train,id10066
1035,1054,eOMg04iKdKU,4418,4550,388-88-767-512,25,1280,720,train,id10066
1036,1055,rv4xIAOSAQ0,6693,6850,691-115-1012-529,25,1280,720,train,id10066
1037,1056,rv4xIAOSAQ0,6041,6242,701-119-1034-524,25,1280,720,train,id10066
1038,1057,rv4xIAOSAQ0,6398,6580,697-109-976-526,25,1280,720,train,id10066
1039,1058,rv4xIAOSAQ0,5888,6015,677-128-976-515,25,1280,720,train,id10066
1040,1059,rv4xIAOSAQ0,5110,5269,574-144-1031-573,25,1280,720,train,id10066
1041,1060,rv4xIAOSAQ0,5415,5629,638-108-940-517,25,1280,720,train,id10066
1042,1061,rv4xIAOSAQ0,6258,6395,725-107-1030-522,25,1280,720,train,id10066
1043,1062,vz59zLPbx1g,1194,1363,365-0-835-705,25,1280,720,train,id10163
1044,1063,KQJ8qvIH7mQ,3416,3530,593-47-934-463,25,1280,720,train,id10069
1045,1064,KQJ8qvIH7mQ,3590,3880,483-60-949-453,25,1280,720,train,id10069
1046,1065,S2aHVHgxYQU,6585,6687,594-31-906-499,25,1280,720,train,id10069
1047,1066,S2aHVHgxYQU,9330,9493,612-48-1078-518,25,1280,720,train,id10069
1048,1067,S2aHVHgxYQU,8992,9122,579-52-1023-487,25,1280,720,train,id10069
1049,1068,S2aHVHgxYQU,9122,9288,620-44-1099-486,25,1280,720,train,id10069
1050,1069,S2aHVHgxYQU,7966,8054,588-32-1058-524,25,1280,720,train,id10069
1051,1070,S2aHVHgxYQU,8054,8164,590-30-943-465,25,1280,720,train,id10069
1052,1071,S2aHVHgxYQU,8611,8787,642-20-1048-507,25,1280,720,train,id10069
1053,1072,S2aHVHgxYQU,7081,7183,672-33-987-488,25,1280,720,train,id10069
1054,1073,S2aHVHgxYQU,8182,8305,607-37-1058-480,25,1280,720,train,id10069
1055,1074,S2aHVHgxYQU,8305,8485,635-43-1065-509,25,1280,720,train,id10069
1056,1075,m1a1oNZ2pOA,5717,5857,119-3-466-367,25,1280,720,train,id10064
1057,1076,m1a1oNZ2pOA,2229,2589,199-36-516-397,25,1280,720,train,id10064
1058,1077,m1a1oNZ2pOA,5882,6045,168-2-449-345,25,1280,720,train,id10064
1059,1078,Eaf-dgA59Gs,7131,7261,216-28-482-369,25,1280,720,train,id10064
1060,1079,Eaf-dgA59Gs,2272,2428,228-44-498-385,25,1280,720,train,id10064
1061,1080,Eaf-dgA59Gs,8960,9256,244-47-560-409,25,1280,720,train,id10064
1062,1081,Eaf-dgA59Gs,2081,2268,234-40-496-395,25,1280,720,train,id10064
1063,1082,Eaf-dgA59Gs,6913,7112,221-42-540-383,25,1280,720,train,id10064
1064,1083,Eaf-dgA59Gs,9275,9545,223-49-581-398,25,1280,720,train,id10064
1065,1084,Eaf-dgA59Gs,2320,2495,227-57-493-394,25,1280,720,train,id10064
1066,1085,Eaf-dgA59Gs,7466,7660,160-16-466-377,25,1280,720,train,id10064
1067,1086,Eaf-dgA59Gs,164,380,236-31-516-367,25,1280,720,train,id10064
1068,1087,Eaf-dgA59Gs,7273,7392,213-32-536-391,25,1280,720,train,id10064
1069,1088,NyvSfilifks,1605,1705,541-41-825-352,25,1280,720,train,id10064
1070,1089,NyvSfilifks,921,1153,526-15-851-358,25,1280,720,train,id10064
1071,1090,8k3Nw0Yyz-w,1746,1931,222-79-478-395,25,1280,720,train,id10064
1072,1091,jFXfXjg1KYk,15594,15700,233-41-495-395,25,1280,720,train,id10064
1073,1092,jFXfXjg1KYk,15724,15905,229-50-492-395,25,1280,720,train,id10064
1074,1093,hzG3-Wrt6Sw,10897,11099,226-53-493-394,25,1280,720,train,id10064
1075,1094,hzG3-Wrt6Sw,15821,15927,213-33-536-391,25,1280,720,train,id10064
1076,1095,hzG3-Wrt6Sw,17373,17660,245-45-558-408,25,1280,720,train,id10064
1077,1096,hzG3-Wrt6Sw,17669,17909,226-49-514-399,25,1280,720,train,id10064
1078,1097,hzG3-Wrt6Sw,10648,10872,232-40-497-396,25,1280,720,train,id10064
1079,1098,hzG3-Wrt6Sw,15666,15793,213-28-482-368,25,1280,720,train,id10064
1080,1099,hzG3-Wrt6Sw,8769,8989,236-27-517-371,25,1280,720,train,id10064
1081,1100,hzG3-Wrt6Sw,15454,15659,221-40-540-388,25,1280,720,train,id10064
1082,1101,_D2ZuURQIZw,1659,1764,472-49-810-465,25,1280,720,train,id10064
1083,1102,Q2Wse5mdLiE,3447,3546,179-67-413-400,25,1280,720,train,id10064
1084,1103,QyQue37MP3Y,2074,2176,569-25-838-392,25,1280,720,train,id10064
1085,1104,QyQue37MP3Y,271,445,488-4-833-377,25,1280,720,train,id10064
1086,1105,QyQue37MP3Y,3105,3251,520-8-835-388,25,1280,720,train,id10064
1087,1106,bLTk7fUGl0A,3308,3422,413-15-744-366,25,1280,720,train,id10064
1088,1107,yKjCYM6R8-A,931,1043,894-73-1125-382,25,1280,720,train,id10064
1089,1108,ao63dmTU_us,2496,2577,229-38-563-375,25,1280,720,train,id10064
1090,1109,ao63dmTU_us,2577,2676,275-8-576-415,25,1280,720,train,id10064
1091,1110,OGuAZqxdDC4,943,1259,181-16-574-377,25,1280,720,train,id10064
1092,1111,OGuAZqxdDC4,2983,3102,232-37-566-402,25,1280,720,train,id10064
1093,1112,OGuAZqxdDC4,1996,2112,267-29-550-389,25,1280,720,train,id10064
1094,1113,kDzHjHSGoaU,914,1017,274-25-521-359,25,1280,720,train,id10064
1095,1114,sRK36oyidyc,7977,8099,277-51-540-425,25,1280,720,train,id10064
1096,1115,sRK36oyidyc,6843,6952,325-41-607-429,25,1280,720,train,id10064
1097,1116,sRK36oyidyc,10263,10328,199-20-569-404,25,1280,720,train,id10064
1098,1117,sRK36oyidyc,10328,10421,308-40-626-418,25,1280,720,train,id10064
1099,1118,sRK36oyidyc,8511,8618,218-13-593-399,25,1280,720,train,id10064
1100,1119,sRK36oyidyc,4475,4619,266-17-530-381,25,1280,720,train,id10064
1101,1120,sRK36oyidyc,7242,7451,210-37-537-405,25,1280,720,train,id10064
1102,1121,sRK36oyidyc,5415,5605,235-15-566-405,25,1280,720,train,id10064
1103,1122,sRK36oyidyc,9873,10028,266-49-535-421,25,1280,720,train,id10064
1104,1123,sRK36oyidyc,4979,5114,247-29-603-392,25,1280,720,train,id10064
1105,1124,sRK36oyidyc,5114,5231,296-26-622-421,25,1280,720,train,id10064
1106,1125,sRK36oyidyc,10471,10638,227-1-590-426,25,1280,720,train,id10064
1107,1126,sRK36oyidyc,4836,4970,215-14-546-403,25,1280,720,train,id10064
1108,1127,sRK36oyidyc,5281,5393,230-42-539-400,25,1280,720,train,id10064
1109,1128,sRK36oyidyc,7478,7782,280-18-542-402,25,1280,720,train,id10064
1110,1129,sRK36oyidyc,2257,2483,247-0-559-394,25,1280,720,train,id10064
1111,1130,sRK36oyidyc,2483,2630,225-0-586-403,25,1280,720,train,id10064
1112,1131,sRK36oyidyc,2630,2848,239-5-587-378,25,1280,720,train,id10064
1113,1132,sRK36oyidyc,2848,2933,204-16-582-392,25,1280,720,train,id10064
1114,1133,sRK36oyidyc,2933,3098,240-8-675-400,25,1280,720,train,id10064
1115,1134,sRK36oyidyc,3098,4098,182-0-552-429,25,1280,720,train,id10064
1116,1135,sRK36oyidyc,9345,9716,211-27-556-409,25,1280,720,train,id10064
1117,1136,sRK36oyidyc,6694,6850,245-35-601-421,25,1280,720,train,id10064
1118,1137,sRK36oyidyc,5995,6442,201-14-590-414,25,1280,720,train,id10064
1119,1138,sRK36oyidyc,8935,9262,194-14-529-414,25,1280,720,train,id10064
1120,1139,sRK36oyidyc,1746,1960,251-11-620-380,25,1280,720,train,id10064
1121,1140,sRK36oyidyc,2023,2158,264-12-512-343,25,1280,720,train,id10064
1122,1141,x_5X8cTqoIA,2273,2523,203-0-628-394,25,1280,720,train,id10064
1123,1142,YQIC9u62sBs,6323,6511,492-36-733-367,25,1280,720,train,id10064
1124,1143,PtTG8YUZ92Q,1806,1920,544-83-915-499,25,1280,720,train,id11059
1125,1144,PtTG8YUZ92Q,10000,10130,549-60-921-461,25,1280,720,train,id11059
1126,1145,PtTG8YUZ92Q,9674,9973,519-53-914-486,25,1280,720,train,id11059
1127,1146,LWet2zhWjBg,5128,5230,405-0-708-459,25,1280,720,train,id10067
1128,1147,LWet2zhWjBg,8422,8562,401-36-785-541,25,1280,720,train,id10067
1129,1148,LWet2zhWjBg,6685,6784,459-0-739-423,25,1280,720,train,id10067
1130,1149,LWet2zhWjBg,5567,5700,400-0-736-453,25,1280,720,train,id10067
1131,1150,LWet2zhWjBg,1229,1616,571-3-903-434,25,1280,720,train,id10067
1132,1151,LWet2zhWjBg,13198,13475,525-36-803-359,25,1280,720,train,id10067
1133,1152,LWet2zhWjBg,8753,8935,434-0-710-412,25,1280,720,train,id10067
1134,1153,LWet2zhWjBg,9120,9226,441-0-742-417,25,1280,720,train,id10067
1135,1154,LWet2zhWjBg,46,161,540-0-941-408,25,1280,720,train,id10067
1136,1155,LWet2zhWjBg,2033,2168,410-0-822-435,25,1280,720,train,id10067
1137,1156,LWet2zhWjBg,4630,5072,345-0-770-429,25,1280,720,train,id10067
1138,1157,LWet2zhWjBg,3454,3669,394-0-769-457,25,1280,720,train,id10067
1139,1158,LWet2zhWjBg,6467,6634,433-0-763-430,25,1280,720,train,id10067
1140,1159,LWet2zhWjBg,228,332,574-12-822-348,25,1280,720,train,id10067
1141,1160,LWet2zhWjBg,11183,11425,414-0-818-414,25,1280,720,train,id10067
1142,1161,LWet2zhWjBg,2790,2951,409-0-760-478,25,1280,720,train,id10067
1143,1162,LWet2zhWjBg,9482,9593,465-31-729-412,25,1280,720,train,id10067
1144,1163,LWet2zhWjBg,2608,2758,435-0-755-386,25,1280,720,train,id10067
1145,1164,LWet2zhWjBg,7419,7650,464-0-815-477,25,1280,720,train,id10067
1146,1165,LWet2zhWjBg,6794,6940,443-0-788-441,25,1280,720,train,id10067
1147,1166,LWet2zhWjBg,9251,9362,433-0-736-444,25,1280,720,train,id10067
1148,1167,LWet2zhWjBg,10864,11014,390-0-788-468,25,1280,720,train,id10067
1149,1168,LWet2zhWjBg,11464,11584,471-0-781-390,25,1280,720,train,id10067
1150,1169,LWet2zhWjBg,4444,4586,397-0-722-429,25,1280,720,train,id10067
1151,1170,LWet2zhWjBg,7946,8065,443-0-783-460,25,1280,720,train,id10067
1152,1171,LWet2zhWjBg,673,826,598-0-954-374,25,1280,720,train,id10067
1153,1172,LWet2zhWjBg,5396,5501,453-0-750-405,25,1280,720,train,id10067
1154,1173,LWet2zhWjBg,7656,7831,446-0-796-484,25,1280,720,train,id10067
1155,1174,LWet2zhWjBg,14146,14403,564-84-790-405,25,1280,720,train,id10067
1156,1175,LWet2zhWjBg,3824,4004,390-0-741-432,25,1280,720,train,id10067
1157,1176,LWet2zhWjBg,7008,7112,438-0-783-434,25,1280,720,train,id10067
1158,1177,LWet2zhWjBg,14020,14133,594-69-835-476,25,1280,720,train,id10067
1159,1178,LWet2zhWjBg,12007,12118,470-0-771-387,25,1280,720,train,id10067
1160,1179,LWet2zhWjBg,9957,10317,413-0-742-427,25,1280,720,train,id10067
1161,1180,LWet2zhWjBg,10455,10570,452-0-755-388,25,1280,720,train,id10067
1162,1181,42Vxg6o0Svs,6438,6656,146-0-430-334,25,640,350,train,id10067
1163,1182,42Vxg6o0Svs,6050,6232,160-0-444-365,25,640,350,train,id10067
1164,1183,42Vxg6o0Svs,6248,6417,123-0-434-370,25,640,350,train,id10067
1165,1184,42Vxg6o0Svs,4237,4417,121-0-469-376,25,640,350,train,id10067
1166,1185,42Vxg6o0Svs,3534,3657,152-0-463-380,25,640,350,train,id10067
1167,1186,42Vxg6o0Svs,3663,4216,141-0-445-379,25,640,350,train,id10067
1168,1187,42Vxg6o0Svs,5774,5933,133-0-424-381,25,640,350,train,id10067
1169,1188,Ijef8rSR5CQ,1438,1620,3-0-353-417,25,480,360,train,id10067
1170,1189,Ijef8rSR5CQ,4175,4365,115-0-339-327,25,480,360,train,id10067
1171,1190,X1WLi1HF1Xc,645,785,448-69-803-436,25,1280,720,train,id10063
1172,1191,RzyGF4uhyWA,3493,3630,467-51-842-365,25,1280,720,train,id10063
1173,1192,RzyGF4uhyWA,940,1080,516-46-824-349,25,1280,720,train,id10063
1174,1193,RzyGF4uhyWA,4500,4629,493-37-816-340,25,1280,720,train,id10063
1175,1194,RzyGF4uhyWA,3728,3892,366-28-745-340,25,1280,720,train,id10063
1176,1195,RzyGF4uhyWA,2606,3074,469-34-788-393,25,1280,720,train,id10063
1177,1196,hE3epwVk8Gs,1946,2126,503-70-806-517,25,1280,720,train,id10063
1178,1197,hE3epwVk8Gs,2225,2326,439-38-796-500,25,1280,720,train,id10063
1179,1198,NjsjxIKDyzI,1543,1753,517-45-869-479,25,1280,720,train,id10063
1180,1199,8Zu6pTuZkPU,3453,3555,376-54-812-639,25,1280,720,train,id10063
1181,1200,8Zu6pTuZkPU,7078,7151,214-48-839-599,25,1280,720,train,id10063
1182,1201,8Zu6pTuZkPU,5701,5789,311-88-839-589,25,1280,720,train,id10063
1183,1202,8Zu6pTuZkPU,9639,9865,432-60-846-564,25,1280,720,train,id10063
1184,1203,8Zu6pTuZkPU,7472,7607,355-40-756-589,25,1280,720,train,id10063
1185,1204,XXGu3yOD8_I,782,922,525-34-773-353,25,1280,720,train,id10063
1186,1205,TCaFf-HMITw,281,439,511-58-934-494,25,1280,720,train,id10063
1187,1206,wvmK-b0ISWg,1432,1507,423-71-759-429,25,1280,720,train,id10063
1188,1207,wvmK-b0ISWg,3196,3334,417-85-751-441,25,1280,720,train,id10063
1189,1208,wvmK-b0ISWg,2933,3074,418-79-745-446,25,1280,720,train,id10063
1190,1209,wvmK-b0ISWg,246,551,417-41-794-443,25,1280,720,train,id10063
1191,1210,XcZRqtFEis0,3926,4028,484-69-953-608,25,1280,720,train,id10063
1192,1211,XcZRqtFEis0,5177,5354,543-47-1026-581,25,1280,720,train,id10063
1193,1212,XcZRqtFEis0,4811,4937,473-45-1021-582,25,1280,720,train,id10063
1194,1213,XcZRqtFEis0,2399,2590,494-51-954-600,25,1280,720,train,id10063
1195,1214,XcZRqtFEis0,3140,3274,420-0-975-604,25,1280,720,train,id10063
1196,1215,XcZRqtFEis0,6124,6263,562-86-1005-587,25,1280,720,train,id10063
1197,1216,XcZRqtFEis0,4271,4345,380-30-1016-589,25,1280,720,train,id10063
1198,1217,KAR9QkES6wQ,1980,2126,550-27-879-381,25,1280,720,train,id10063
1199,1218,KAR9QkES6wQ,3038,3140,425-39-795-395,25,1280,720,train,id10063
1200,1219,KAR9QkES6wQ,3235,3415,593-58-878-396,25,1280,720,train,id10063
1201,1220,KAR9QkES6wQ,4087,4432,495-44-845-426,25,1280,720,train,id10063
1202,1221,KAR9QkES6wQ,4459,4569,475-30-818-429,25,1280,720,train,id10063
1203,1222,KAR9QkES6wQ,946,1106,577-54-909-396,25,1280,720,train,id10063
1204,1223,KAR9QkES6wQ,1693,1766,549-47-891-389,25,1280,720,train,id10063
1205,1224,Sq8OVvnGkJI,1517,1633,498-11-841-368,25,1280,720,train,id10063
1206,1225,Sq8OVvnGkJI,860,1366,485-16-881-377,25,1280,720,train,id10063
1207,1226,Sq8OVvnGkJI,524,624,547-30-896-367,25,1280,720,train,id10063
1208,1227,Sq8OVvnGkJI,2144,2285,560-11-883-374,25,1280,720,train,id10063
1209,1228,c1bTAmPcTp0,468,571,422-61-806-427,25,1280,720,train,id10063
1210,1229,vAryxfCxNnA,5550,5784,594-46-966-536,25,1280,720,train,id10063
1211,1230,vAryxfCxNnA,2322,2497,603-46-985-580,25,1280,720,train,id10063
1212,1231,2ZdivKBpMqY,2662,2848,375-30-771-447,25,1280,720,train,id10063
1213,1232,2ZdivKBpMqY,4249,4482,374-26-785-454,25,1280,720,train,id10063
1214,1233,2ZdivKBpMqY,4482,4564,290-42-636-426,25,1280,720,train,id10063
1215,1234,2ZdivKBpMqY,2971,3087,294-42-811-446,25,1280,720,train,id10063
1216,1235,xW9m3B3mSkc,3328,3439,454-55-811-360,25,1280,720,train,id10063
1217,1236,xW9m3B3mSkc,2979,3125,490-48-802-374,25,1280,720,train,id10063
1218,1237,xW9m3B3mSkc,242,397,487-37-899-375,25,1280,720,train,id10063
1219,1238,xW9m3B3mSkc,432,685,478-39-851-383,25,1280,720,train,id10063
1220,1239,xW9m3B3mSkc,1508,1639,533-47-802-362,25,1280,720,train,id10063
1221,1240,P5v6-KG_WHo,530,620,482-33-808-393,25,1280,720,train,id10063
1222,1241,P5v6-KG_WHo,2703,2781,461-45-811-367,25,1280,720,train,id10063
1223,1242,BXTZYH3-jck,3015,3137,186-54-570-445,25,1280,720,train,id10063
1224,1243,BXTZYH3-jck,3294,3449,241-41-575-433,25,1280,720,train,id10063
1225,1244,y0uqVl6v9iQ,5438,5587,323-108-837-556,25,1280,720,train,id10063
1226,1245,y0uqVl6v9iQ,5587,5764,308-65-754-555,25,1280,720,train,id10063
1227,1246,y0uqVl6v9iQ,2675,2797,330-79-723-514,25,1280,720,train,id10063
1228,1247,y0uqVl6v9iQ,1230,1305,334-88-826-511,25,1280,720,train,id10063
1229,1248,y0uqVl6v9iQ,1314,1401,173-86-636-508,25,1280,720,train,id10063
1230,1249,y0uqVl6v9iQ,1401,1579,309-32-674-550,25,1280,720,train,id10063
1231,1250,y0uqVl6v9iQ,2358,2423,256-47-696-520,25,1280,720,train,id10063
1232,1251,y0uqVl6v9iQ,4132,4232,404-78-898-522,25,1280,720,train,id10063
1233,1252,y0uqVl6v9iQ,4232,4308,522-81-917-539,25,1280,720,train,id10063
1234,1253,y0uqVl6v9iQ,2929,3063,391-60-790-503,25,1280,720,train,id10063
1235,1254,y0uqVl6v9iQ,6353,6494,199-50-646-526,25,1280,720,train,id10063
1236,1255,N9dkB1EA5cM,2308,2489,440-39-900-391,25,1280,720,train,id10063
1237,1256,N9dkB1EA5cM,1474,1713,486-59-899-395,25,1280,720,train,id10063
1238,1257,N9dkB1EA5cM,1713,1801,404-44-814-381,25,1280,720,train,id10063
1239,1258,N9dkB1EA5cM,1801,1874,584-62-901-424,25,1280,720,train,id10063
1240,1259,w02jeR_pJZ0,4905,5041,703-0-1197-529,25,1280,720,train,id10096
1241,1260,w02jeR_pJZ0,654,767,695-0-1120-561,25,1280,720,train,id10096
1242,1261,w02jeR_pJZ0,5058,5184,654-0-1080-569,25,1280,720,train,id10096
1243,1262,w02jeR_pJZ0,4686,4892,647-0-1111-567,25,1280,720,train,id10096
1244,1263,w02jeR_pJZ0,6614,6722,394-0-1015-692,25,1280,720,train,id10096
1245,1264,w02jeR_pJZ0,7042,7300,348-0-894-686,25,1280,720,train,id10096
1246,1265,w02jeR_pJZ0,6727,6927,290-0-1005-809,25,1280,720,train,id10096
1247,1266,w02jeR_pJZ0,3714,3822,634-0-1104-608,25,1280,720,train,id10096
1248,1267,cfOLFq3oE2Q,20055,20158,160-0-409-334,25,640,360,train,id10039
1249,1268,e93OOf47Qak,4191,5215,721-95-1068-471,25,1280,720,train,id10039
1250,1269,e93OOf47Qak,5215,5280,782-96-1059-444,25,1280,720,train,id10039
1251,1270,e93OOf47Qak,12494,12774,722-92-1058-469,25,1280,720,train,id10039
1252,1271,e93OOf47Qak,1091,1987,742-83-1094-472,25,1280,720,train,id10039
1253,1272,e93OOf47Qak,76,345,777-94-1066-468,25,1280,720,train,id10039
1254,1273,e93OOf47Qak,1859,1987,757-82-1093-472,25,1280,720,train,id10039
1255,1274,e93OOf47Qak,5735,5961,758-92-1044-452,25,1280,720,train,id10039
1256,1275,e93OOf47Qak,559,705,764-109-1048-457,25,1280,720,train,id10039
1257,1276,e93OOf47Qak,5740,5971,757-94-1053-454,25,1280,720,train,id10039
1258,1277,e93OOf47Qak,2824,3558,774-99-1057-457,25,1280,720,train,id10039
1259,1278,e93OOf47Qak,3937,4071,746-114-1051-454,25,1280,720,train,id10039
1260,1279,e93OOf47Qak,7454,7793,783-104-1076-464,25,1280,720,train,id10039
1261,1280,e93OOf47Qak,4150,5174,722-93-1067-470,25,1280,720,train,id10039
1262,1281,e93OOf47Qak,5174,5602,764-94-1097-457,25,1280,720,train,id10039
1263,1282,e93OOf47Qak,11111,12135,767-88-1074-471,25,1280,720,train,id10039
1264,1283,e93OOf47Qak,6741,7127,747-92-1072-473,25,1280,720,train,id10039
1265,1284,e93OOf47Qak,9004,9215,772-93-1077-459,25,1280,720,train,id10039
1266,1285,e93OOf47Qak,7298,7404,795-112-1058-443,25,1280,720,train,id10039
1267,1286,e93OOf47Qak,9697,10423,754-89-1074-484,25,1280,720,train,id10039
1268,1287,e93OOf47Qak,5465,5601,775-113-1046-450,25,1280,720,train,id10039
1269,1288,e93OOf47Qak,2586,3555,771-90-1077-473,25,1280,720,train,id10039
1270,1289,e93OOf47Qak,6101,6725,760-97-1092-464,25,1280,720,train,id10039
1271,1290,e93OOf47Qak,2177,2299,771-110-1080-472,25,1280,720,train,id10039
1272,1291,e93OOf47Qak,2646,2816,795-110-1074-451,25,1280,720,train,id10039
1273,1292,e93OOf47Qak,11414,12099,767-86-1075-473,25,1280,720,train,id10039
1274,1293,e93OOf47Qak,10562,10689,740-100-1072-459,25,1280,720,train,id10039
1275,1294,e93OOf47Qak,8339,8981,769-87-1064-469,25,1280,720,train,id10039
1276,1295,Pc_rgHideVU,2687,2923,516-54-848-416,25,1280,720,train,id10039
1277,1296,Pc_rgHideVU,2923,3017,509-36-749-435,25,1280,720,train,id10039
1278,1297,Pc_rgHideVU,1633,1790,547-19-792-436,25,1280,720,train,id10039
1279,1298,L2uTYBUsrrU,3715,4166,415-33-887-580,25,1280,720,train,id10039
1280,1299,L2uTYBUsrrU,2153,2718,429-42-861-559,25,1280,720,train,id10039
1281,1300,L2uTYBUsrrU,4495,4648,407-62-825-600,25,1280,720,train,id10039
1282,1301,L2uTYBUsrrU,4921,5571,416-44-848-571,25,1280,720,train,id10039
1283,1302,L2uTYBUsrrU,6006,6623,412-57-856-567,25,1280,720,train,id10039
1284,1303,L2uTYBUsrrU,1317,1903,451-60-866-595,25,1280,720,train,id10039
1285,1304,L2uTYBUsrrU,1935,2102,433-58-832-571,25,1280,720,train,id10039
1286,1305,L2uTYBUsrrU,6708,6822,464-61-855-545,25,1280,720,train,id10039
1287,1306,L2uTYBUsrrU,727,1081,462-53-897-557,25,1280,720,train,id10039
1288,1307,L2uTYBUsrrU,3208,3687,380-58-854-563,25,1280,720,train,id10039
1289,1308,L2uTYBUsrrU,4720,4908,429-44-861-570,25,1280,720,train,id10039
1290,1309,aqVLOrrhaaQ,1010,1577,259-47-552-364,25,1280,720,train,id10039
1291,1310,aqVLOrrhaaQ,403,680,310-47-556-357,25,1280,720,train,id10039
1292,1311,aqVLOrrhaaQ,2230,2642,253-40-552-363,25,1280,720,train,id10039
1293,1312,aqVLOrrhaaQ,193,332,308-49-554-378,25,1280,720,train,id10039
1294,1313,aqVLOrrhaaQ,733,874,259-53-585-330,25,1280,720,train,id10039
1295,1314,uxwIr4Y4bdc,2658,2849,454-77-726-423,25,1280,720,train,id10039
1296,1315,uxwIr4Y4bdc,2993,3281,410-59-688-444,25,1280,720,train,id10039
1297,1316,uxwIr4Y4bdc,266,393,471-102-730-439,25,1280,720,train,id10039
1298,1317,uxwIr4Y4bdc,7898,8148,450-84-729-458,25,1280,720,train,id10039
1299,1318,uxwIr4Y4bdc,6705,6982,457-74-710-456,25,1280,720,train,id10039
1300,1319,dyo20kSb9Xc,1765,2503,297-66-599-396,25,1280,720,train,id10039
1301,1324,mSqgYQVmXps,743,860,575-6-799-319,25,1280,720,train,id10068
1302,1325,mSqgYQVmXps,267,575,523-5-808-345,25,1280,720,train,id10068
1303,1326,mSqgYQVmXps,49,147,540-5-766-398,25,1280,720,train,id10068
1304,1327,mSqgYQVmXps,1406,1495,525-25-773-354,25,1280,720,train,id10068
1305,1328,mSqgYQVmXps,601,725,564-11-783-326,25,1280,720,train,id10068
1306,1329,mSqgYQVmXps,4779,4914,498-27-830-338,25,1280,720,train,id10068
1307,1330,TA77YnyKW30,3329,3432,373-72-635-433,25,1280,720,train,id10068
1308,1331,5M2EGef_0f4,880,994,454-87-863-582,25,1280,720,train,id10068
1309,1332,5M2EGef_0f4,1945,2065,482-118-831-586,25,1280,720,train,id10068
1310,1333,pUT-sbhJy-0,4035,4142,703-138-1059-543,25,1280,720,train,id10068
1311,1334,pUT-sbhJy-0,3139,3302,653-174-977-584,25,1280,720,train,id10068
1312,1335,vqs1ZvoJ4XY,2880,3106,422-0-730-401,25,1280,720,train,id10068
1313,1336,vqs1ZvoJ4XY,3579,3682,428-10-730-407,25,1280,720,train,id10068
1314,1337,vqs1ZvoJ4XY,82,216,400-0-757-454,25,1280,720,train,id10068
1315,1338,vqs1ZvoJ4XY,424,1121,405-0-772-466,25,1280,720,train,id10068
1316,1339,vqs1ZvoJ4XY,7472,7640,416-6-785-408,25,1280,720,train,id10068
1317,1340,vqs1ZvoJ4XY,3771,3929,425-0-724-402,25,1280,720,train,id10068
1318,1341,vqs1ZvoJ4XY,1170,1726,399-0-758-422,25,1280,720,train,id10068
1319,1342,vqs1ZvoJ4XY,8521,9487,375-0-790-438,25,1280,720,train,id10068
1320,1343,vqs1ZvoJ4XY,5153,5261,431-0-711-387,25,1280,720,train,id10068
1321,1344,vqs1ZvoJ4XY,269,419,416-0-728-405,25,1280,720,train,id10068
1322,1345,vqs1ZvoJ4XY,7359,7461,416-5-715-413,25,1280,720,train,id10068
1323,1346,vqs1ZvoJ4XY,7719,7818,416-16-775-440,25,1280,720,train,id10068
1324,1347,vqs1ZvoJ4XY,6396,6802,425-5-744-412,25,1280,720,train,id10068
1325,1348,vqs1ZvoJ4XY,10464,10913,413-4-723-415,25,1280,720,train,id10068
1326,1349,vqs1ZvoJ4XY,10980,11578,420-14-728-401,25,1280,720,train,id10068
1327,1350,vqs1ZvoJ4XY,12067,12180,346-0-746-478,25,1280,720,train,id10068
1328,1351,vqs1ZvoJ4XY,5265,5407,414-0-697-377,25,1280,720,train,id10068
1329,1352,vqs1ZvoJ4XY,6203,6349,429-8-757-383,25,1280,720,train,id10068
1330,1353,vqs1ZvoJ4XY,7920,8445,405-11-695-407,25,1280,720,train,id10068
1331,1354,vqs1ZvoJ4XY,1779,2445,391-0-821-416,25,1280,720,train,id10068
